ID	Front	Back	Notes	Tags
cum-373298a52a	откуда ты?	di dove sei?		saluti-e-cortesia lez-2
cum-68a77ea3cf	отлично	perfetto		avverbi lez-7
cum-5caac267f3	отмечать	celebrare		verbi lez-14
cum-3888406737	отпуск	ferie		viaggi-e-trasporti
cum-616ca0a06c	отчество	patronimico		persone-e-famiglia lez-3
cum-805d9584e8	официант	cameriere		professioni lez-2 lez-11
cum-68fe9be597	очень	molto		avverbi lez-7
cum-999a357945	очень приятно	molto piacere		saluti-e-cortesia lez-2
cum-782528043b	очки	occhiali		casa-e-oggetti lez-3
cum-7e48093c0d	пальто	cappotto		abbigliamento lez-1 lez-11
cum-01cf7d7642	памятник	monumento		luoghi-in-citta lez-4
cum-918d73538e	папа	papà		persone-e-famiglia lez-3
cum-425e73cbbd	парень	ragazzo / fidanzato		persone-e-famiglia lez-2 lez-3
cum-6b78fc590d	парень / бойфренд	fidanzato		persone-e-famiglia
cum-5b5ded8924	парковка	parcheggio		luoghi-in-citta lez-4
cum-aef8b447ac	пасмурно	buio		avverbi lez-14
cum-446c922991	пенсионер	pensionato		professioni lez-2
cum-173b781fbd	переводчик	traduttore		professioni lez-13
cum-6ba609748d	песня	canzone		scuola-e-lingua lez-3
cum-fda8a047dd	петух	gallo		animali lez-12
cum-b749edaa68	петь	cantare		verbi
cum-3f8dca851c	печенье	biscotti		cibo-e-bevande lez-14
cum-69005e89f9	печь	cuocere		verbi lez-14
cum-2b826e32b3	пианино	pianoforte		musica-e-strumenti lez-14
cum-bd50768729	пиво	birra		cibo-e-bevande lez-7
cum-7c4301007f	пингвин	pinguino		animali
cum-4344c6afbe	пингвины	pinguini		animali lez-13
cum-e85a8d8c02	писатель	scrittore		professioni lez-11
cum-6eeb800957	писать	scrivere		verbi lez-10
cum-1c176be838	письмо	lettera		scuola-e-lingua lez-1 lez-10 lez-12
cum-ff14df15b4	пить	bere		verbi lez-10
cum-f22ebd8aa0	плавание	nuoto		sport-e-giochi lez-9
cum-4429182afb	плавать	nuotare		verbi lez-6
cum-67bf4043d7	планшет	tablet		casa-e-oggetti lez-5
cum-6c99769888	платье	vestito		abbigliamento lez-6 lez-11
cum-ef233c34bd	племянник	nipote		persone-e-famiglia lez-3
cum-b35d9083c0	племянник / внук	nipote		persone-e-famiglia
cum-b1b446483b	племянница	nipote		persone-e-famiglia lez-3
cum-fc1ff6bf81	плохо	male		avverbi lez-2 lez-7
cum-3242984b56	плохой	cattivo		aggettivi lez-11
cum-7d9d0386c1	площадь	piazza		luoghi-in-citta lez-11
cum-7a68ce5197	пляж	spiaggia		natura-e-luoghi lez-4 lez-14
cum-a49a695598	повторять	ripetere		verbi lez-6
cum-82b2008359	погода	tempo		meteo-e-stagioni lez-14
cum-30d6e7a912	подруга	amica		persone-e-famiglia lez-3
cum-cb465b18c1	поезд	treno		viaggi-e-trasporti lez-3
cum-441aca7660	пожалуйста	per favore		saluti-e-cortesia lez-1
cum-ad38e0f195	позавчера	l'altro ieri		tempo-e-date lez-12
cum-d6dfffbd2b	поздно	tardi		orari-e-frequenza lez-8
cum-a65bfb974f	позже	dopo		orari-e-frequenza lez-12
cum-1b7860480f	познакомиться	conoscersi		saluti-e-cortesia lez-3
cum-33ab91f026	познакомься	ti presento		saluti-e-cortesia lez-3
cum-64cf8aadfe	пойдём	andiamo		saluti-e-cortesia lez-6
cum-d3de80cee7	пока	ciao		saluti-e-cortesia lez-2
cum-3b4453147b	покажи	fammi vedere		saluti-e-cortesia lez-3
cum-7ce3762780	покупать	comprare		verbi lez-6 lez-14
cum-925756e6a7	пол	pavimento		casa-e-oggetti lez-13 lez-14
cum-1f75b02cc4	полдень	mezzogiorno		tempo-e-date lez-8
cum-c42d721904	полиция	polizia		luoghi-in-citta lez-4
cum-085e5939ef	полка	scaffale		casa-e-oggetti lez-13
cum-10bf0bf257	полночь	mezzanotte		tempo-e-date lez-8
cum-e42b6e1873	пользоваться интернетом	navigare in internet		verbi
cum-312554b771	помидор	pomodoro		cibo-e-bevande
cum-dc85784c87	помидоры	pomodori		cibo-e-bevande
cum-e5a2d87c0e	помнить	ricordarsi / ricordare		verbi lez-6 lez-10
cum-1cc827f3c7	помогать	aiutare		verbi
cum-050adc9123	помощь	aiuto		scuola-e-lingua
cum-504f94ae19	понедельник	lunedì		tempo-e-date lez-10
cum-83514ff330	понимать	capire		verbi lez-6 lez-10
cum-1ef575ded2	понятно	chiaro		aggettivi lez-7
cum-71f34af6e5	порт	porto		luoghi-in-citta lez-14
cum-b91cc5809a	послезавтра	dopodomani		tempo-e-date lez-12
cum-8f0cc4b28e	потом	dopo		orari-e-frequenza lez-7 lez-9
cum-af94692f10	потому что	perché		pronomi-e-connettori lez-7
cum-80a8d757fb	почему	perché?		pronomi-e-connettori lez-7
cum-2f8f546f22	почему?	perché?		domande-e-connettori
cum-4911fdeb34	почта	posta		luoghi-in-citta lez-4
cum-d4bd00b765	почти	quasi		avverbi lez-4
cum-af7e11c563	поэтому	quindi		pronomi-e-connettori lez-12
cum-ce605dbb3c	правда	vero		pronomi-e-connettori lez-9
cum-a68ca3314e	правильно	correttamente		aggettivi lez-7
cum-bb0256449c	предмет	oggetto		casa-e-oggetti
cum-609881a14c	прекрасно	perfetto / meravigliosamente		avverbi lez-2 lez-7
cum-584dfe1985	преподаватель	insegnante		scuola-e-lingua lez-1
cum-e24505f94d	привет	ciao		saluti-e-cortesia lez-2
cum-8161b85a3a	пример	esempio		scuola-e-lingua lez-10
cum-3031e09dc8	проблема	problema		casa-e-oggetti lez-5
cum-5151ab683b	прогресс	progresso		scuola-e-lingua lez-8
cum-11dc7fbc13	прогуливаться	fare una passeggiata		verbi
cum-4ada6871cd	продавец	commesso		professioni lez-2
cum-42dc2d9480	прохладно	freschino		avverbi lez-14
cum-2dd6f0843d	птица	uccello		animali lez-12
cum-31fd6d9064	путешествие	viaggio		viaggi-e-trasporti
cum-e5558884be	путешествовать	viaggiare		verbi
cum-42fe0b9cd3	пятница	venerdì		tempo-e-date lez-10
cum-5802d42dd3	пёс	cane		animali lez-2
cum-1bbeed785c	работа	lavoro		scuola-e-lingua lez-4
cum-60ceec8ba6	работать	lavorare		verbi lez-6
cum-37a12a7583	рада познакомиться	piacere di conoscerti		saluti-e-cortesia lez-2
cum-b307cb9238	радуга	arcobaleno		meteo-e-stagioni lez-14
cum-649d423712	ракушки	conchiglie		casa-e-oggetti lez-9
cum-6f3aa2353c	рано	presto		orari-e-frequenza lez-8
cum-1b1c0a464e	раньше	prima		orari-e-frequenza lez-12
cum-6300f80861	распродажа	saldi		acquisti-e-negozi lez-11
cum-1eb9510c5d	рассказ	racconto		scuola-e-lingua lez-10
cum-0e80775984	рассказывать	raccontare		verbi lez-6
cum-6015033429	ребёнок	bambino		persone-e-famiglia
cum-81ae70dad6	регулярно	regolarmente		orari-e-frequenza lez-8
cum-8f8919cf7a	редис	ravanello		cibo-e-bevande
cum-1a8a1f0d7f	редко	raramente		orari-e-frequenza lez-8
cum-4ad0bd96fe	река	fiume		natura-e-luoghi lez-2
cum-22a86fd31a	репа	rapa		cibo-e-bevande lez-3
cum-69b078f5b7	реферат	saggio		scuola-e-lingua lez-12
cum-38d572f305	рис	riso		cibo-e-bevande
cum-3e99bd723a	рисовать	disegnare		verbi
cum-c8834516e1	родина	patria		natura-e-luoghi
cum-0e61ea0d21	родители	genitori		persone-e-famiglia lez-3
cum-38c9a88d5e	рука	braccio		corpo lez-10
cum-fb562f453d	руки	braccia		corpo lez-10
cum-bd35d68f6a	ручка	penna		scuola-e-lingua lez-1
cum-a01c2e254d	рыба	pesce		cibo-e-bevande lez-3 lez-5
cum-f97b752e5d	рыбачить	pescare		verbi
cum-f4148a7894	рынок	mercato		luoghi-in-citta lez-14
cum-6d94877656	рюкзак	zaino		casa-e-oggetti lez-1
cum-020caccd24	сад	giardino		natura-e-luoghi lez-4 lez-14
cum-a711dfee80	садиться	sedersi		verbi
cum-175793d240	саксофон	saxofono		musica-e-strumenti lez-14
cum-0a3ca26317	салат	insalata		cibo-e-bevande
cum-2a3bf383df	самокат	monopattino		casa-e-oggetti lez-5
cum-95d76a4cbb	самолёт	aereo		viaggi-e-trasporti lez-4 lez-14
cum-b8b25bcaea	сандалии	sandali		abbigliamento
cum-de97dd11e5	светлый	chiaro		aggettivi lez-11
cum-07d0cf2db3	свинья	maiale		animali lez-12
cum-b6c8e8a6ef	свитер	maglione		abbigliamento lez-6
cum-3e7436f042	свёкла	barbabietola		cibo-e-bevande lez-3
cum-49aba8b8da	сдача	il resto		saluti-e-cortesia lez-5
cum-bae2a32787	север	nord		direzioni-e-geografia lez-14
cum-42f85ce119	сегодня	oggi		tempo-e-date lez-6 lez-8
cum-71f390d9d0	сейчас	adesso / ora		orari-e-frequenza lez-6 lez-8 lez-12
cum-fd90164a5b	секретарь	segretario		professioni lez-2
cum-51496baf88	семья	famiglia		persone-e-famiglia lez-3 lez-14
cum-d756a7c505	сентябрь	settembre		tempo-e-date lez-14
cum-d4ca47fa85	сердце	cuore		corpo lez-10
cum-3fcff1de00	сестра	sorella		persone-e-famiglia lez-2 lez-3
cum-a21bb393fe	сидеть	sedere / restare		verbi lez-13 lez-14
cum-b83f79dd56	скажи	dimmi		saluti-e-cortesia lez-3
cum-f3a115bd51	скидка	sconto		acquisti-e-negozi lez-11
cum-c9ef8a8606	сколько времени	che ore sono		pronomi-e-connettori lez-8 lez-10
cum-c47732496b	сколько времени?	quanto tempo?		domande-e-connettori
cum-3879e31fcc	сколько лет	quanti anni		tempo-e-date lez-10
cum-928a4bb8ed	сколько лет?	quanti anni?		domande-e-connettori
cum-8b5c216daf	сколько стоит?	quanto costa?		saluti-e-cortesia lez-5
cum-debd364006	сколько стоят?	quanto costano?		saluti-e-cortesia lez-5
cum-926ae6eca9	сколько тебе лет?	quanti anni hai?		domande-e-connettori
cum-bad7987d96	сколько?	quanto?		domande-e-connettori
cum-77b89694f5	скоро	presto		avverbi lez-6
cum-cebb5ca399	скрипка	violino		musica-e-strumenti lez-14
cum-2881c2768d	скучно	noioso		aggettivi lez-7 lez-13
cum-c19df00cad	скучный	noioso		aggettivi lez-11
cum-148689b1b3	сладости	dolci		cibo-e-bevande lez-14
cum-d9c3e7f16f	слева	a sinistra		avverbi lez-4
cum-8eceb30965	слива	prugna		cibo-e-bevande lez-3
cum-2902e186fb	слишком	troppo		avverbi lez-7
cum-3f72941e2f	словарь	vocabolario		scuola-e-lingua lez-3
cum-31f3cde46f	служащий	impiegato		persone-e-famiglia
cum-2d83170daa	слушать	ascoltare		verbi lez-6
cum-59505d443d	смотреть	guardare		verbi lez-6
cum-518b74daa3	смотреть телевизор	guardare la TV		verbi
cum-957cf83a97	смотри	guarda		saluti-e-cortesia lez-3
cum-7e83300db0	сначала	prima		orari-e-frequenza lez-7 lez-9
cum-a610e889c9	снег	neve		meteo-e-stagioni lez-14
cum-9fc6b90c0b	снеговик	pupazzo di neve		feste lez-14
cum-de445a3e04	снежно	nevoso		avverbi lez-14
cum-30e2e03cb0	снежный	nevoso		meteo-e-stagioni
cum-7aa8a82230	снова	di nuovo		avverbi
cum-c1ca9945c2	собака	cane		animali lez-2 lez-12
cum-a40c201a1a	собирать	raccogliere		verbi lez-13 lez-14
cum-69e824fad8	сок	succo		cibo-e-bevande lez-7
cum-56aace5e64	солнечно	soleggiato		avverbi lez-14
cum-c5f7a986e3	солнечный	soleggiato		meteo-e-stagioni
cum-9931a73fa0	солнце	sole		natura-e-luoghi lez-14
cum-45d8143384	соль	sale		cibo-e-bevande lez-1 lez-2
cum-13c5640974	сосед	vicino		persone-e-famiglia lez-3
cum-e7f3f00b31	состояние	stato		stato-e-condizioni lez-11
cum-00f66d0ba9	спасибо	grazie		saluti-e-cortesia lez-1
cum-b9afa36162	спать	dormire		verbi
cum-8276dabc26	спешить	Avere fretta		espressioni-utili
cum-6b6dfc0e1c	спешка	fretta		orari-e-frequenza lez-8
cum-33a891bd71	спокойно	tranquillamente		avverbi
cum-b14427e551	спокойной ночи	buonanotte		saluti-e-cortesia lez-2
cum-8f38b9bf06	спокойный	tranquillo		aggettivi lez-13
cum-f6c7e794a6	спортзал	palestra		luoghi-in-citta lez-6
cum-da06756d9e	справа	a destra		avverbi lez-4
cum-f18cf5c756	спрашивать	chiedere		verbi lez-6
cum-d5492d277c	среда	mercoledì		tempo-e-date lez-10
cum-120df2e4d5	стадион	stadio		luoghi-in-citta lez-4
cum-66f13be2e2	стакан	bicchiere		stoviglie-e-posate lez-1
cum-947eb5d7cc	станция	stazione		luoghi-in-citta lez-14
cum-fb2b3637c0	старый	vecchio		aggettivi lez-11
cum-f72e366ea9	статьи	articoli		scuola-e-lingua lez-12
cum-b777392d4a	статья	articolo		scuola-e-lingua lez-12
cum-13882e29e1	стахановец	stakanovista		professioni lez-7
cum-8be003fce8	стена	parete		casa-e-oggetti lez-13
cum-09721b0a0a	стол	tavolo		casa-e-oggetti lez-1
cum-7379cef02e	столовая	mensa		luoghi-in-citta lez-3
cum-4097b20614	стоять	stare in piedi		verbi lez-13
cum-132877adc0	страна	paese		paesi-e-lingue lez-4
cum-62347010ea	страница	pagina		scuola-e-lingua
cum-da921921cd	строить	costruire		verbi lez-12
cum-38107313dd	студент	studente		scuola-e-lingua lez-1
cum-b7723ce9a1	стул	sedia		casa-e-oggetti lez-1
cum-8e1ecfe5f4	суббота	sabato		tempo-e-date lez-10
cum-0da4acc008	сумка	borsa		casa-e-oggetti lez-1
cum-7c02303bc6	супермаркет	supermercato		luoghi-in-citta lez-4
cum-783edd94d1	считать	contare		verbi lez-8
cum-67565436b1	сын	figlio		persone-e-famiglia lez-3
cum-4372c82e78	сыр	formaggio		cibo-e-bevande lez-1 lez-3 lez-11
cum-1d9fc0e550	та	quella		pronomi-e-connettori lez-5
cum-8a2c970a7a	так далеко	così lontano		avverbi lez-13
cum-3a63bfcbe8	так жаль	che peccato		saluti-e-cortesia lez-4
cum-379c638247	так себе	così così		avverbi lez-2
cum-fd8f30079c	там	lì		avverbi lez-4
cum-d1eefcf0c5	танцевать	ballare		sport-e-giochi lez-9
cum-158acaf7d2	тарелка	piatto		stoviglie-e-posate lez-3 lez-4
cum-53736eeeec	те	quelli		pronomi-e-connettori lez-5
cum-20b00082c3	тебе нравится	ti piace		gusti-e-preferenze lez-9
cum-a3a4359e1e	тебя	te		pronomi-e-connettori lez-2
cum-307b186d6e	тело	corpo		corpo lez-10
cum-d4eff93384	темно	buio		meteo-e-stagioni
cum-7f98f2fb55	теннис	tennis		sport-e-giochi lez-14
cum-eb3c79e640	тепло	tiepido		avverbi lez-14
cum-694509423e	тепло / жарко	caldo		meteo-e-stagioni
cum-02497c86c3	тетрадь	quaderno		scuola-e-lingua lez-1
cum-b963f67b38	тихий	silenzioso		aggettivi lez-11
cum-11a90f587a	тихо	a bassa voce		avverbi lez-7
cum-b4cb0f5624	то	quello		pronomi-e-connettori lez-5
cum-135c15a7f9	тоже	anche		pronomi-e-connettori lez-1
cum-2fa3c42570	только	solo		pronomi-e-connettori lez-2 lez-8
cum-5bad73f672	томат	pomodoro		cibo-e-bevande lez-1
cum-4e9079d654	тот	quello		pronomi-e-connettori lez-5
cum-09ccbaca32	точка	punto		scuola-e-lingua lez-14
cum-d74b6fa04e	точно	esattamente		avverbi lez-7
cum-ce775fe5d1	тренироваться	allenarsi		sport-e-giochi lez-14
cum-b69e066eb1	трудный	difficile		aggettivi lez-11
cum-772ee21afa	трусы	mutande		abbigliamento lez-3
cum-0e076bde20	туалет	bagno		luoghi-in-citta lez-1
cum-91720cdd7b	тут	qui		avverbi lez-4
cum-38eb2ed094	туфли	scarpe		abbigliamento lez-6
cum-43b9fcd29a	туча	nuvolone		natura-e-luoghi lez-14
cum-ac60e92a11	ты	tu		pronomi-e-connettori lez-2
cum-260929b8e8	тыква	zucca		cibo-e-bevande lez-3
cum-78f69d39b2	тяжёлый	pesante		aggettivi lez-11
cum-c1933210b2	тёмный	scuro		aggettivi lez-11
cum-12e30dc37b	тёплый	caldo		aggettivi lez-11
cum-a98a7f4600	тётя	zia		persone-e-famiglia lez-3
cum-d110fa4467	у вас есть	voi avete		pronomi-e-connettori lez-5
cum-9ac7e754ba	у меня есть	io ho		pronomi-e-connettori lez-5
cum-8eb0846af1	у нас есть	noi abbiamo		pronomi-e-connettori lez-5
cum-8c9ed6cad7	у него есть	lui ha		pronomi-e-connettori lez-5
cum-e2157dd83b	у неё есть	lei ha		pronomi-e-connettori lez-5
cum-12d5223834	у них есть	loro hanno		pronomi-e-connettori lez-5
cum-967f9c5dad	у тебя есть	tu hai		pronomi-e-connettori lez-5
cum-d697f7c80b	убирать	togliere		verbi lez-13
cum-158bb79a3a	уверен	sicuro		aggettivi lez-12
cum-c14f9705bc	угол	angolo		luoghi-in-citta lez-14
cum-071018a55b	ужасно	terribile / terribilmente		avverbi lez-2 lez-7
cum-84e673a993	уже	già		avverbi lez-4 lez-7
cum-f39eaef38c	уже / теперь уже	ormai		avverbi
cum-f44647e2ce	ужин	cena		cibo-e-bevande lez-6 lez-10
cum-1729ef7d5c	ужинать	cenare		verbi lez-6
cum-ee37f33d71	улица	strada		luoghi-in-citta lez-1 lez-11
cum-92ca46e010	уметь	saper fare / essere capace di		verbi
cum-f34bbccbbc	университет	università		luoghi-in-citta lez-4
cum-6310e5d100	упражнение	esercizio		scuola-e-lingua lez-3
cum-e5c9c1f7fc	ураган	uragano		meteo-e-stagioni lez-14
cum-b958563d08	урок	lezione		scuola-e-lingua lez-1
cum-b9a5232d9d	утка	papera		animali lez-12
cum-b4193141a6	утро	mattina		tempo-e-date lez-8
cum-223ee4db9a	ухо	orecchio		corpo lez-10
cum-f279d3754e	учебник	manuale		scuola-e-lingua lez-12
cum-d6b5495b6a	ученик	alunno		scuola-e-lingua lez-1
cum-14c4b14acf	учить	imparare / studiare		verbi lez-6 lez-12
cum-fd99a2ac89	учить / изучать	imparare		verbi
cum-415c07c6c6	уши	orecchie		corpo lez-10
cum-88e3a65e85	фабрика	fabbrica		natura-e-luoghi
cum-b4324517c2	фамилия	cognome		persone-e-famiglia lez-3
cum-0c9d5a3c7e	фасоль	fagioli		cibo-e-bevande lez-3
cum-b424422684	февраль	febbraio		tempo-e-date lez-14
cum-45551cf292	фигурка	statuetta		casa-e-oggetti lez-13
cum-e418afe619	флейта	flauto		musica-e-strumenti lez-14
cum-3dbc5b65ff	футбол	calcio		sport-e-giochi lez-14
cum-6ac481398b	футболка	maglietta		abbigliamento
cum-adc547a41b	хлеб	pane		cibo-e-bevande lez-1 lez-3
cum-b25c1d06fc	ходить / гулять	camminare		verbi
cum-b8659d4ac0	хозяин дома	padrone di casa		persone-e-famiglia
cum-64cc323f81	хозяйка	padrona di casa		professioni lez-11
cum-8595242844	хоккей	hockey		sport-e-giochi lez-14
cum-14eb675cf1	холодно	freddo		avverbi lez-14
cum-402d7de09a	холодный	freddo		aggettivi lez-11
cum-d5f5ec340f	хороший	buono		aggettivi lez-11
cum-6a47305309	хорошо	bene		avverbi lez-1 lez-7
cum-da20a06f23	хотеть	volere		verbi lez-6 lez-10
cum-b7114d8728	хурма	kaki		cibo-e-bevande lez-9
cum-4decf7b92e	цветок	fiore		casa-e-oggetti lez-11
cum-f40eeb9af6	цветы	fiori		casa-e-oggetti lez-5
cum-37a568651f	церковь	chiesa		luoghi-in-citta lez-4
cum-c90efe38a1	чай	tè		cibo-e-bevande lez-1 lez-4 lez-7
cum-1e0e6a4d86	час	ora		tempo-e-date lez-8
cum-b30406196e	час / время	ora		tempo-e-date
cum-6daaf2ba6d	час назад	un'ora fa		tempo-e-date lez-12
cum-592cd61e8e	часто	spesso		orari-e-frequenza lez-8
cum-9702049a80	часы	orologio		casa-e-oggetti lez-1 lez-3
cum-6540e436f5	чашка	tazza		stoviglie-e-posate lez-4
cum-414a4a3e41	человек	persona		persone-e-famiglia lez-1
cum-441887a423	чемодан	valigia		viaggi-e-trasporti lez-4 lez-11
cum-7e2cf20a2a	через год	tra un anno		tempo-e-date lez-12
cum-58401c62f0	через месяц	tra un mese		tempo-e-date lez-12
cum-8dedecc395	через час	tra un'ora		tempo-e-date lez-12
cum-75f2809da0	черешня	ciliegia dolce		cibo-e-bevande lez-3
cum-bf0ae3737b	черника	mirtillo		cibo-e-bevande lez-3
cum-d34dca68d1	черника / голубика	mirtillo		cibo-e-bevande
cum-1c7da7fbdb	чеснок	aglio		cibo-e-bevande lez-2 lez-3
cum-81f3c7912d	четверг	giovedì		tempo-e-date lez-10
cum-1af33c85e4	чечевица	lenticchia		cibo-e-bevande lez-3
cum-5e766d0008	числа	numeri		scuola-e-lingua lez-4
cum-3eecdb324a	чистить / убирать	pulire		verbi
cum-506c53c6e3	читать	leggere		verbi lez-6 lez-8
cum-2e8900251d	что	cosa		pronomi-e-connettori lez-8
cum-ec2ae49677	что значит?	cosa significa?		saluti-e-cortesia lez-7
cum-e0fc00169f	что это?	cos’è questo?		pronomi-e-connettori lez-1
cum-7a64b75169	чуть-чуть	un po'		avverbi lez-8
cum-175bdcc2e7	шапка	cappello		abbigliamento lez-3 lez-6 lez-11
cum-09fe7e51ca	шарф	sciarpa		abbigliamento lez-6 lez-11
cum-d30ebc54c9	шахматы	scacchi		sport-e-giochi lez-14
cum-0ffec200fe	шкаф	armadio		casa-e-oggetti lez-1 lez-14
cum-a41fdb4e19	школа	scuola		scuola-e-lingua lez-1 lez-4
cum-517c862b1b	школьники	scolari		scuola-e-lingua lez-2
cum-889763c8de	шляпа	cappello		abbigliamento
cum-1c4506703a	шоколад	cioccolato		cibo-e-bevande
cum-fcc6196bb7	шорты	pantaloncini		abbigliamento
cum-01a9556479	шпинат	spinaci		cibo-e-bevande lez-3
cum-6428229896	шуба	cappotto		abbigliamento lez-6
cum-293905b1d7	шутка	barzelletta		scuola-e-lingua
cum-bc7f403675	щенок	cucciolo		animali
cum-8bb78eef0b	эти	questi		pronomi-e-connettori lez-5
cum-8f30281037	это	questo / è		pronomi-e-connettori lez-5
cum-830dc3e10f	юбка	gonna		abbigliamento lez-6 lez-11
cum-f558601cd7	юг	sud		direzioni-e-geografia lez-14
cum-4f566fb5e3	я	io		pronomi-e-connettori lez-2
cum-ce220c196a	я из Италии	sono dell'Italia		saluti-e-cortesia lez-2
cum-41630c7ca8	я лингвист	sono una linguista		saluti-e-cortesia lez-2
cum-0c41fac70e	я хочу есть	ho fame		espressioni-utili lez-10
cum-c24ce0f5ad	я хочу пить	ho sete		espressioni-utili lez-10
cum-13ab965923	я хочу спать	ho sonno		espressioni-utili lez-10
cum-88b184adea	яблоко	mela		cibo-e-bevande lez-1 lez-3
cum-279f4fc66d	ягоды	bacche		cibo-e-bevande lez-14
cum-22307874c5	язык	lingua		scuola-e-lingua lez-7
cum-a1c8ba6145	яйца	uova		cibo-e-bevande lez-3 lez-11
cum-cb8159e1a9	яйцо	uovo		cibo-e-bevande lez-11
cum-dc5c58126e	январь	gennaio		tempo-e-date lez-2 lez-14
cum-787d852a5d	ясно	limpido		avverbi lez-14
